0.402880443	0.296689464	-0.88007253	-0.14333982	0.558444295	-1.769731054	-0.070390408	0.448844056	0.050505947	-0.502512937	0.180475695	0.256178887	0.632239756	-0.204296248	0.130157199	-0.248376655	-0.441100355	-0.241292585	0.243770041	-0.088749946	-0.212638097	0.013107691	0.065105796	-0.156102064	-0.114852596	0.051935443	-0.085740791	0.086313858	-0.114292523	0.128768264	0.060674293	0.09004894	-0.006360173	0.031967113	-0.061435688	-0.005979126	-0.032782699	-0.064187992	0.027358178	0.010928746	-0.0122165	0.000917027	-0.029211735	-0.03944211	-0.009957523	0.120551782	0.080157785	0.074238528	0.048182174	-0.03597306
-5.852710364	0.852663724	-0.152826024	0.075153562	0.466454307	-1.693758063	0.082364544	0.533745436	0.221542032	-0.301552229	0.397508159	0.384944968	0.455331379	-0.263813113	-0.071032487	-0.246809757	-0.488871857	-0.042714399	0.259269276	-0.12884253	-0.154489296	0.04623675	-0.081901231	-0.137039031	-0.150711646	0.195291794	0.010619885	0.206365181	-0.279777786	-0.193931803	0.076846372	0.107155838	0.02420321	-0.061168713	-0.021063506	0.001071798	0.251749332	0.004511751	0.03378272	0.083931175	-0.095193302	-0.129439755	0.081648851	-0.098541951	-0.105696049	-0.019500087	0.117694744	0.166868292	0.198192819	-0.011796234
1.057940781	-0.006206145	-0.172475362	0.028983997	-0.094488259	0.042585465	-0.086302768	0.014775806	-0.051381663	-0.032474283	-0.082601206	0.029765778	0.022858753	0.015922266	-0.020270297	-0.022244945	-0.0580163	-0.040141844	-0.038662955	0.03419646	-0.028186125	0.011552037	0.002648047	0.011201021	-0.060586643	0.033733319	0.018556757	-0.010865509	-0.009394523	-0.007640577	0.004663612	-0.001396101	-0.001837981	-0.005786924	0.017407237	-0.009787265	-0.012991157	0.021114918	-0.004753964	-0.04144758	-0.007398796	0.025583504	0.004398283	0.014332162	-0.046530366	-0.029374091	-0.004336798	-0.019775895	-0.020251314	-0.004513848
0.793403576	-1.256007144	-0.243191621	-0.811801783	1.978843663	0.368084729	-0.46591743	-0.620938632	0.756663826	0.818530665	0.245571649	-0.009378708	0.409287353	0.778049187	0.001679118	-0.211158854	0.156598004	0.243828879	-0.13229542	-0.126449443	-0.195270758	-0.346196523	0.010584159	0.397997889	0.568712149	-0.033670193	-0.609631579	0.430571028	-0.530423504	-0.207542777	-0.029838457	-0.326557416	0.293526429	-0.448685377	0.003720364	0.168669079	0.404558652	-0.37335903	-0.142802267	-0.466458291	0.130565416	-0.269647041	0.106665149	-0.153556858	0.171695809	0.080264042	-0.006302445	-0.087035387	0.133045739	-0.067358517
-5.296433727	0.428926957	0.656620047	0.293843467	-0.337255776	0.322485062	0.222198927	-0.165124559	0.33558404	0.118596358	0.135660427	-0.230094156	-0.231047575	-0.040673856	-0.095297534	0.092919212	0.018772395	0.028148656	-0.149303456	-0.047680981	-0.117274607	-0.015280926	-0.075459946	-0.168753012	0.065421188	0.049737785	0.087090868	-0.000816688	-0.064817072	0.03416266	0.0334695	0.026562886	0.013569427	-0.079042033	0.021264408	-0.040869439	-0.078415864	-0.003905174	-0.090391939	0.056308277	-0.03696454	-0.064409762	0.185752942	0.034000415	0.002289905	-0.002946561	0.040607522	-0.020082192	0.025033435	0.045156758
-5.035953582	0.433133585	0.61099251	0.116209635	-0.282719039	0.379921179	0.262056759	-0.056663275	0.311349047	0.101030286	0.110583314	-0.101701828	-0.220626299	-0.05298506	-0.015761653	-0.018861545	0.082476017	0.020764101	-0.106652738	-0.020995089	-0.090235705	-0.031111296	-0.080953928	-0.256534451	0.072274215	0.001023703	0.122438932	-0.026807604	0.033976258	-0.030626272	0.034029213	0.096121359	-0.018007285	0.05925954	0.043122563	0.007913042	0.067657974	-0.0187323	-0.10003405	0.017675471	-0.013654913	-0.093356704	0.142685286	0.002616001	0.005483117	0.090823832	0.018315103	0.023829751	0.030098545	0.012581331
0.747750842	-0.004213148	0.570953138	-0.385916395	-0.020794995	-1.412514095	-0.20839109	0.236876393	-0.60534881	1.192752419	1.714279537	-0.050818527	0.554220872	-0.095381504	0.154085649	-0.153893309	0.523436503	0.229480546	0.117924473	0.593909777	0.599713373	0.557601846	-0.143774883	-0.172875865	-0.101415596	0.217394411	-0.474253911	-0.735018615	-0.028811279	0.3041742	0.284853904	-0.041376707	-0.010022966	-0.124039184	0.291143269	0.107955698	0.042623951	-0.347640698	-0.209071896	0.225644126	0.683746126	-0.047436342	0.501482965	0.392215924	-0.267706767	-0.068975785	-0.122476426	-0.447380715	0.209734062	0.602284012
-1.044319148	-0.488317374	2.000817224	-0.721199846	0.310967399	-0.121811472	0.758064251	0.215710695	-0.650645128	-0.290781121	-0.291515528	0.020398158	-0.285813082	-0.628913752	-0.133948113	0.437560799	0.87934931	0.43213603	0.712338803	-0.648510175	0.740151635	0.716832722	0.108447839	0.760756098	0.484294333	-0.913580449	-0.210215166	-0.17536983	-0.16956504	0.511479437	-0.152099603	0.075695474	0.083141078	0.456038115	-0.213791347	0.217154241	-0.059003844	0.135214764	0.265851963	-0.055951113	0.177825604	-0.161800035	-0.345368588	-0.198658206	0.181881214	-0.297217858	-0.029769227	-0.04514639	-0.132711213	-0.350850494
0.381155563	-2.155785628	0.465180302	-0.055719792	0.44309643	-0.292827526	0.846292984	0.814717364	-0.118054798	0.37963501	0.460812923	0.060362979	0.249766689	0.023882487	0.721523069	-0.275987456	0.209789425	-0.414591382	-0.025476668	1.123992511	-1.242148384	0.091129413	0.144262624	0.152670732	0.292947005	0.645187809	0.256775136	0.752229917	0.285423796	0.469101661	0.246798284	-0.155837797	-0.077216646	-0.127638344	-0.037510622	0.291867877	0.790043459	-0.015837631	-0.205936232	0.007301154	-0.227217933	0.226138199	0.009457667	0.31557412	0.140305024	-0.175400286	-0.42198299	0.176656911	-0.006809983	0.161305112
-5.176211504	0.486760763	0.576369127	0.328749778	-0.262639023	0.228329815	0.075235149	-0.221681214	0.232647025	0.115921848	0.1740641	-0.039941677	-0.254439377	-0.027549654	-0.037232879	-0.006328254	0.068772945	0.01425982	-0.137132089	-0.067560115	-0.05320739	-0.09529039	-0.037973503	-0.145422849	0.030816606	-0.000260536	0.229431784	0.000142654	-0.033077159	-0.057449068	0.031304678	0.150050086	0.040371243	0.029797936	0.007850014	-0.044445106	0.076084703	-0.005541784	-0.091988865	0.040314597	-0.017861541	-0.097172323	0.173545671	-0.025322253	0.031475391	0.01728502	0.003834704	-0.012989319	0.042706964	0.066891958
